TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
de	O	_	O	_	_	O	_	_	_
grisaille	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
on	O	_	O	_	_	O	_	_	_
doit	O	_	O	_	_	O	_	_	_
relever	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
assurances	O	_	O	_	_	O	_	_	_
ont	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
partie	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
bien	O	_	O	_	_	O	_	_	_
absorbé	O	_	O	_	_	O	_	_	_
leurs	O	_	O	_	_	O	_	_	_
augmentations	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
capital	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
marché	O	_	O	_	_	O	_	_	_
rattrapant	O	_	O	_	_	O	_	_	_
assez	O	_	O	_	_	O	_	_	_
facilement	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
effet	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
dilution	O	_	O	_	_	O	_	_	_
dû	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
DPS	B-org	_	B-org.ent	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Un	O	_	O	_	_	O	_	_	_
autre	O	_	O	_	_	O	_	_	_
facteur	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
pèse	O	_	O	_	_	O	_	_	_
actuellement	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
marché	O	_	O	_	_	O	_	_	_
reste	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
inflation	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
élève	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
base	O	_	O	_	_	O	_	_	_
annualisée	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
près	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
6	O	_	O	_	_	O	_	_	NoSpaceAfter
,3	O	_	O	_	_	O	_	_	_
%	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sans	O	_	O	_	_	O	_	_	_
qu	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
une	O	_	O	_	_	O	_	_	_
véritable	O	_	O	_	_	O	_	_	_
amélioration	O	_	O	_	_	O	_	_	_
notable	O	_	O	_	_	O	_	_	_
pointe	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
horizon	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Cependant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
mouvements	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
bourse	O	_	O	_	_	O	_	_	_
suisse	O	_	O	_	_	O	_	_	_
durant	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
troisième	O	_	O	_	_	O	_	_	_
semaine	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
juillet	O	_	O	_	_	O	_	_	_
ont	O	_	O	_	_	O	_	_	_
démontré	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
si	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
intérêt	O	_	O	_	_	O	_	_	_
acheteur	O	_	O	_	_	O	_	_	_
restait	O	_	O	_	_	O	_	_	_
quelque	O	_	O	_	_	O	_	_	_
peu	O	_	O	_	_	O	_	_	_
défaillant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
pression	O	_	O	_	_	O	_	_	_
vendeur	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
était	O	_	O	_	_	O	_	_	_
également	O	_	O	_	_	O	_	_	_
fortement	O	_	O	_	_	O	_	_	_
atténuée	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Ainsi	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
moindre	O	_	O	_	_	O	_	_	_
augmentation	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ordres	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
achat	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
pu	O	_	O	_	_	O	_	_	_
amener	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
un	O	_	O	_	_	O	_	_	_
ou	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
autre	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
titres	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
cote	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
enregistrer	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
écarts	O	_	O	_	_	O	_	_	_
parfois	O	_	O	_	_	O	_	_	_
importants	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
comme	O	_	O	_	_	O	_	_	_
ce	O	_	O	_	_	O	_	_	_
fut	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
cas	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
NESTLE	B-org	_	B-org.ent	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
ADIA	B-org	_	B-org.ent	_	_	O	_	_	_
INTERIM	I-org	_	I-org.ent	_	_	O	_	_	_
durant	O	_	O	_	_	O	_	_	_
cette	O	_	O	_	_	O	_	_	_
période	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Lors	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
dernière	O	_	O	_	_	O	_	_	_
semaine	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
marché	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
est	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
nouveau	O	_	O	_	_	O	_	_	_
quelque	O	_	O	_	_	O	_	_	_
peu	O	_	O	_	_	O	_	_	_
animé	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
volumes	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
sont	O	_	O	_	_	O	_	_	_
étoffés	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
permettant	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ensemble	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
titres	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
regagner	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
positions	O	_	O	_	_	O	_	_	_
voisines	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
clôture	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
juin	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
La	O	_	O	_	_	O	_	_	_
raison	O	_	O	_	_	O	_	_	_
fondamentale	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
regain	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
intérêt	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
bancaires	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
chimiques	O	_	O	_	_	O	_	_	_
dont	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
résultats	O	_	O	_	_	O	_	_	_
semestriels	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
parfois	O	_	O	_	_	O	_	_	_
excellents	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
constituent	O	_	O	_	_	O	_	_	_
autant	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
arguments	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
retour	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
investisseurs	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
ces	O	_	O	_	_	O	_	_	_
dernières	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Seul	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
secteur	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
machines	O	_	O	_	_	O	_	_	_
outils	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
construction	O	_	O	_	_	O	_	_	_
mécanique	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
pourtant	O	_	O	_	_	O	_	_	_
favorisé	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
exportation	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
faiblesse	O	_	O	_	_	O	_	_	_
présente	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
franc	O	_	O	_	_	O	_	_	_
suisse	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
resté	O	_	O	_	_	O	_	_	_
totalement	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
écart	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
mouvement	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Un	O	_	O	_	_	O	_	_	_
survol	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
cote	O	_	O	_	_	O	_	_	_
nous	O	_	O	_	_	O	_	_	_
montre	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
bancaires	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
après	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
net	O	_	O	_	_	O	_	_	_
accent	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
faiblesse	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
cours	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
mois	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
terminent	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
niveaux	O	_	O	_	_	O	_	_	_
pratiquement	O	_	O	_	_	O	_	_	_
inchangés	O	_	O	_	_	O	_	_	_
tant	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
titres	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
PUBS	B-org	_	B-org.ent	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
ceux	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
CRÉDIT	B-org	_	B-org.ent	_	_	O	_	_	_
SUISSE	I-org	_	I-org.ent	_	_	O	_	_	_
ou	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
LEU	B-org	_	B-org.ent	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Dans	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
compartiment	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
financières	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
on	O	_	O	_	_	O	_	_	_
relèvera	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
poursuite	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
avance	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ELECTROVVATT	B-org	_	B-org.ent	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
2575	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
hausse	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
105	O	_	O	_	_	O	_	_	_
francs	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
bonne	O	_	O	_	_	O	_	_	_
tenue	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
HOLDERBANK	B-org	_	B-org.ent	_	_	O	_	_	_
porteur	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
614	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Par	O	_	O	_	_	O	_	_	_
contre	O	_	O	_	_	O	_	_	_
LANDIS	B-org	_	B-org.ent	_	_	O	_	_	_
GYR	I-org	_	I-org.ent	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
BUHRLE	B-org	_	B-org.ent	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dont	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
porteur	O	_	O	_	_	O	_	_	_
cède	O	_	O	_	_	O	_	_	_
près	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
100	O	_	O	_	_	O	_	_	_
francs	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
2200	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
terminent	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
mois	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
note	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
faiblesse	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Dans	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
chimiques	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
PS	B-org	_	B-org.ent	_	_	O	_	_	_
SANDOZ	I-org	_	I-org.ent	_	_	O	_	_	_
continue	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
faire	O	_	O	_	_	O	_	_	_
preuve	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
fermeté	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
585	O	_	O	_	_	O	_	_	_
francs	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
hausse	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
35	O	_	O	_	_	O	_	_	_
francs	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter

# hipe2022:document_id = GDL-1981-08-15-102
# hipe2022:date = 1981-08-15
# hipe2022:document_type = newspaper
# hipe2022:language = fr
# hipe2022:dataset = letemps
# hipe2022:split = train
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED MISC
# letemps:publication_title = GDL
# letemps:version = v1.0
# letemps:doi = https://doi.org/10.5281/zenodo.5996744
# letemps:original_license = CC-BY-NC-SA 4.0
9	O	_	O	_	_	O	_	_	_
VARIATIONS	O	_	O	_	_	O	_	_	_
DE	O	_	O	_	_	O	_	_	_
SEIZE	O	_	O	_	_	O	_	_	_
MONNAIES	O	_	O	_	_	O	_	_	_
1	O	_	O	_	_	O	_	_	_
Taux	O	_	O	_	_	O	_	_	_
moyen	O	_	O	_	_	O	_	_	_
pondéré	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
dépréciation	O	_	O	_	_	O	_	_	_
/	O	_	O	_	_	O	_	_	_
appréciation	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Cotations	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
New	B-loc	_	B-loc.adm.town	_	_	O	_	_	_
York	I-loc	_	I-loc.adm.town	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
midi	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
10	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
%	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Parités	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
base	O	_	O	_	_	O	_	_	_
Dollar	O	_	O	_	_	O	_	_	_
USA	B-loc	_	B-loc.adm.nat	_	_	O	_	_	_
Dollar	O	_	O	_	_	O	_	_	_
canadien	O	_	O	_	_	O	_	_	_
Yen	O	_	O	_	_	O	_	_	_
Livre	O	_	O	_	_	O	_	_	_
DM	O	_	O	_	_	O	_	_	_
Franc	O	_	O	_	_	O	_	_	_
français	O	_	O	_	_	O	_	_	_
Lire	O	_	O	_	_	O	_	_	_
Franc	O	_	O	_	_	O	_	_	_
belge	O	_	O	_	_	O	_	_	_
Florin	O	_	O	_	_	O	_	_	_
Franc	O	_	O	_	_	O	_	_	_
suisse	O	_	O	_	_	O	_	_	_
Shilling	O	_	O	_	_	O	_	_	_
autrichien	O	_	O	_	_	O	_	_	_
C	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
danoise	O	_	O	_	_	O	_	_	_
C	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
norvégienne	O	_	O	_	_	O	_	_	_
C	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
suédoise	O	_	O	_	_	O	_	_	_
Dollar	O	_	O	_	_	O	_	_	_
australien	O	_	O	_	_	O	_	_	_
Peseta	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Communiqué	O	_	O	_	_	O	_	_	_
Avant	O	_	O	_	_	O	_	_	_
juin	O	_	O	_	_	O	_	_	_
1970	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
2	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
7	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
13	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
6	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
50	O	_	O	_	_	O	_	_	NoSpaceAfter
.4	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
33	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
0	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
42	O	_	O	_	_	O	_	_	NoSpaceAfter
.7	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
14	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
2	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
56	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
7	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
9	O	_	O	_	_	O	_	_	NoSpaceAfter
.7	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
15	O	_	O	_	_	O	_	_	NoSpaceAfter
.2	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
89	O	_	O	_	_	O	_	_	NoSpaceAfter
.7	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
21	O	_	O	_	_	O	_	_	NoSpaceAfter
.7	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
14	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
4	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
7	O	_	O	_	_	O	_	_	NoSpaceAfter
.8	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
10	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
6	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
7	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
0	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
34	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
5	O	_	O	_	_	O	_	_	_
18	O	_	O	_	_	O	_	_	NoSpaceAfter
.12	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
1971	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
7	O	_	O	_	_	O	_	_	NoSpaceAfter
.8	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
19	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
0	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
34	O	_	O	_	_	O	_	_	NoSpaceAfter
.5	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
32	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
8	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
36	O	_	O	_	_	O	_	_	NoSpaceAfter
.9	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
13	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
0	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
55	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
7	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
8	O	_	O	_	_	O	_	_	NoSpaceAfter
.4	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
14	O	_	O	_	_	O	_	_	NoSpaceAfter
.1	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
82	O	_	O	_	_	O	_	_	NoSpaceAfter
.9	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
21	O	_	O	_	_	O	_	_	NoSpaceAfter
.4	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	NoSpaceAfter
12	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
6	O	_	O	_	_	O	_	_	_
+	O	_	O	_	_	O	_	_	_
9	O	_	O	_	_	O	_	_	NoSpaceAfter
.9	O	_	O	_	_	O	_	_	_
